ID;Nobelprijs;Achternaam;Voornamen;Roepnaam;Geslacht;Titulatuur 1;geboortedatum;Geboorteplaats;Geboorteland;Sterfdatum;Sterfplaats;Land van overlijden;Examentype;Instelling;Datum;Proefschrift;Aanstelling I;Vakgebied I;Datum aanstelling I;Ambtsaanvaarding I;Leeropdracht I;Datum oratie I;Oratie/openbare les;Faculteit I;Einde dienstverband I;Reden I;Bijzonderheden I;Aanstelling II;Vakgebied II;Datum aanstelling II;ambtsaanvaarding II;Leeropdracht II (Onderwijs of Vakgebied);Datum oratie/openbare les II;Oratie/Openbare les II;Faculteit II;Einde dienstverband II;Reden II;Bijzonderheden II;Aanstelling III;Vakgebied III;Datum aanstelling III;Ambtsaanvaarding III;Leeropdracht III (Onderwijs of Vakgebied);Datum oratie/openbare les III;Oratie/openbare les III;Faculteit III;Einde dienstverband III;Reden III;Bijzonderheden III;Aanstelling IV;Vakgebied IV;Datum aanstelling IV;Ambtsaanvaarding IV;Leeropdracht IV (Onderwijs of Vakgebied);Datum oratie/openbare les IV;Oratie/openbare les IV;Faculteit IV;Einde dienstverband IV;Reden IV;Bijzonderheden IV;CV 1;CV 2;VIAF;Handle;NTA / PPN
2653;;Voorhorst;Reindert;;Man;;1915-06-15;Wijhe;Nederland;2005-04-09;Tilburg;Nederland;Promotie;Utrecht;1954;Werkingskarakteristiek van enkele chemotherapeutica en desinfectantia op de tuberkelbacterie = Characteristic differences between the effects of a number of chemotherapeutics and desinfectants on the tubercle-bacteria;Gewoon Lector;;1961-07-06;1961-08-01;Allergologie;1961-11-14;Het andere gezicht van de allergie;Geneeskunde;;;;Gewoon Hoogleraar;;1979-12-20;;Allergologie;;;Geneeskunde;1980-09-01;Eervol ontslag wegens emeritaat;"1980-12-19 Afscheidscollege: ""Wetenschapsbeoefening en patientenzorg in de allergologie""";;;;;;;;;;;;;;;;;;;;;;;;;11203609;;068748035
2655;;Voorma;Harm Otto;;Man;;1936-03-29;Leiderdorp;Nederland;2015-02-21;;;Promotie;Leiden;1965;Virus-RNA als boodschapper : het lezen van een polycistronische boodschapper in celvrije extracten van Escherichia coli;Gewoon Lector;Biochemie;1969-08-12;1969-09-01;Biochemie;;;Wiskunde en Natuurwetenschappen;1974-08-17;Eervol ontslag wegens benoeming als Hoogleraar te Utrecht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;290966258;;067749887
2722;;Waszink;Jan Hendrik;;Man;;1908-10-27;Renswoude;Nederland;1990-10-05;Lugano;Zwitserland;Promotie;Leiden;1933;Tertullian De anima / mit Einleitung, Uebersetzung und Kommentar;Gewoon Hoogleraar;"Klassieke Archeologie;Klassieke Talen";1945-12-10;;Latijnse taal- en letterkunde en Romeinse oudheden;1946-04-05;Humanitas;Letteren;1974-01-07;Eervol ontslag;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;zie: JB der R.U. te Leiden 1946 deel II blz. 51.;109569775;1655181;070148392
1160;;Honert;Taco Hajo van den;;Man;;1666-03-16;Norden;Duitsland;1740-02-23;Leiden;Nederland;;;;;Gewoon Hoogleraar;;1714-08-29;;;1714-11-01;;Godgeleerdheid;;;"Rector Magnificus 1720-1721; 1732-1733";Gewoon Hoogleraar;Archeologie;1721-10-18;;;1721-12-05;;Letteren;1734-07-12;Vervangen wegens ouderdom;;;;;;;;;;;;;;;;;;;;;;;;(GODGELEERDHEID, HEBREEUWSCHE OUDHEDEN) 1714-1734. Hoogleeraar.;"zie: Molhuysen „Bronnen"" IV en V; - Nieuw Nederl. Biogr. Woordenboek VIII K. 819.";29966565;"1625564; 1622863; 1621477; 1622824; 1625557; 1625703; 1624525; 1625279; 1620513; 1622656; 1624098; 1619930; 1622030; 1619932; 1620104; 1624801; 1581941";071524606
673;;Dresden;Samuel;Sem;Man;;1914-08-05;Amsterdam;Nederland;2002-05-06;Leiden;Nederland;Promotie;Amsterdam;1941;L'artiste et l'absolu: Paul Valéry et Marcel Proust;Buitengewoon Hoogleraar;Franse Taal- en Letterkunde;1947-01-30;1974-03-14;Moderne Franse Letterkunde;1947-05-23;Moderne Franse Romankunst;Letteren;;;;Gewoon Hoogleraar;"Franse Taal- en Letterkunde;Literatuurwetenschap";1951-06-23;;Moderne Franse Letterkunde. 1961-01-21:  Onderwijsopdracht gewijzigd in: Franse Letterkunde. 1975-08-13: opdracht werkzaam te zijn op het vakgebied Algemene Literatuurwetenschap;;;;1980-05-02;Eervol ontslag wegens emeritaat;"1962-1963 Rectoraat. 1963-02-08 Diesrede: ""Souvenir, een beschouwing over kunst en kitsch.""";;;;;;;;;;;;;;;;;;;;;;;;zie: JB der R.U. te Leiden 1947 deel II blz. 12.;64130524;;068254180
266;;Booij;Heinerle Lorenz;;Man;;1913-11-11;Rotterdam;Nederland;1994-09-30;Leiden;Nederland;Promotie;Leiden;1940;The protoplasmic membrane regarded as a complex system;Buitengewoon Hoogleraar;Biochemie;1957-07-30;1957-08-01;Fysische Biochemie;1957-11-29;Het spel van de zwakke krachten;Geneeskunde;;;;Gewoon Hoogleraar;Biochemie;1960-08-24;;Fysische Biochemie;;;;1979-09-01;Eervol ontslag wegens emeritaat;"1979-05-18 Afscheidscollege: ""De cirkel gesloten""";;;;;;;;;;;;;;;;;;;;;;;;zie: JB der R.U te Leiden 1958 blz. 129.;73608073;;069591288
1017;;Hageman;Eduard;;Man;;1749-11-20;Amsterdam;Nederland;1827-11-19;Leiden;Nederland;;;;;Gewoon Hoogleraar;Staatsrecht;1796-12-20;;Staats- en Bijzonder Recht;1797-09-22;;Rechtsgeleerdheid;1819;Ontslag wegens emeritaat;"1815-10-16  Bevestigd in de Faculteit der Rechtsgeleerdheid.  Rector Magnificus 1801-1802; 1810-1811.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(RECHTSGELEERDHEID) 1796-1819. Hoogleeraar.;"zie: Molhuysen „Bronnen"" VII; - Nieuw Nederl. Biogr. Woordenboek I K. 1018.";25437938;"1619692; 1621442; 1624972; 1624328";
277;;Bornius;Henricus;;Man;;ca. 1617;Utrecht;Nederland;1675;Leiden;Nederland;;;;;Buitengewoon Hoogleraar;;1652-10-20;;;1653-11-11;;Wijsbegeerte;;;;Gewoon Hoogleraar;;1654-08-27;;;;;Wijsbegeerte;1660;Kreeg ontslag als hoogleraar in verband met zijn toezicht op de letterkundige studiën van Prins van Oranje;1660 Belast met toezicht op de letterkundige studiën van Prins van Oranje / 1660 Kreeg tijdelijk verlof, doch bleef gedeeltelijk lessen geven aan de Universiteit, wat aanleiding gaf tot twisten en moeilijkheden;;;;;;;;;;;;;;;;;;;;;;;(Willem III).;"zie: Molhuysen „Bronnen"" III; •- Nieuw Nederl. Biogr. Woordenboek III K. 147.";5879612;;070481237
278;;Bos;Jan van den;;Man;;1939-11-01;Den Haag;Nederland;1994;;;Promotie;Amsterdam;1967;Excitation of helium by hydrogen ions in the 1-150 keV region;Gewoon Hoogleraar;Informatica;1984-08-08;1984-12-01;Informatica, in het bijzonder de praktische aspecten van de programmeerkunde;;;Wiskunde en Natuurwetenschappen;;;;Gewoon Hoogleraar;Informatica;1984-08-08;1984-12-01;Informatica, in het bijzonder. de praktische aspekten van de programmatuurkunde;;;;1991;Overlijden;Vertrokken naar de Erasmus Universiteit Rotterdam.;;;;;;;;;;;;;;;;;;;;;;;;;31158468;;069461996
200;Nobelprijs voor Natuurkunde (1952), samen met Edward  Mills Purcell;Bloch;Felix;;Man;;1905-10-23;Zürich;Zwitserland;1983-09-10;Zürich;Zwitserland;Promotie;Leipzig;1928;Über die Quantenmechanik der Elektronen in Kristallgittern;Buitengewoon Hoogleraar;Natuurkunde;1971-11-11;;Theoretische Natuurkunde;;;Wiskunde en Natuurwetenschappen;1972-05-31;Einde benoeming;Lorentz-leerstoel voor een nader te bepalen tijdvak tussen 1972-02-01 en 1972-09-01. -1972-08-21  Benoeming moet worden geacht te zijn geschied voor het tijdvak 1972-04-01 t/tm 1972-05-31.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39495822;;09887036X
468;;Cohen;Adolf Emile;Dolf;Man;;1913-12-04;Rotterdam;Nederland;2004-06-24;Oegstgeest;Nederland;Promotie;Leiden;1941;De visie op Troje van de westerse middeleeuwse geschiedschrijvers tot 1160;Gewoon Hoogleraar;Geschiedenis;1959-10-09;1960-01-01;Geschiedenis der Middeleeuwen en haar hulpwetenschappen;1960-09-23;Otto van Freising als geschiedschrijver van zijn tijd;Letteren;1979-02-01;Eervol ontslag wegens emeritaat;"Rector Magnificus 1972-1974, tevens lid College van Bestuur. 1973-02-08 Diesrede: ""Het waarnemen van de verandering"". 1974-06-26. Herbenoemd als Rector voor het tijdvak van 1974-09-01 tot 1976-09-01. 1979-02-09 Afscheidscollege: Terug in de tijd""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;zie: JB der R.U. te Leiden 1961 blz. 175.;2777890;1655182;070409374
1960;;Poortman;Johannes Jacobus;;Man;;1896-04-26;Den Haag;Nederland;1970-12-21;;;Promotie;Amsterdam;1954;Ochêma : geschiedenis en zin van het hylisch pluralisme (het z.g. dualistisch materialisme);Bijzonder Hoogleraar;;1958-06-16;;Metafysica in de geest van de theorie;1958-10-31;De wijsgerige projectie;Wijsbegeerte;1966-06-21;Ontslag wegens emeritaat;Bijzonder Hoogleraar Letteren en Wijsbegeerte vanwege Stichting Proklos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;zie: JBder R.U. te Leiden 1959 blz. 140 en In Mem. JB LUF 1971 blz. 68.;4086217;;069584427
2848;;Zaaijer;Teunis;;Man;;1837-11-15;Dirksland;Nederland;1902-12-22;Leiden;Nederland;Promotie;Leiden;1862;Beschrijving van twee vrouwenbekkens uit den Oost-Indischen Archipel;Buitengewoon Hoogleraar;Heelkunde;1866-01-20;;Anatomie;1866-03-10;;Geneeskunde;;;;Gewoon Hoogleraar;Anatomie;1870-12-30;;Anatomie en Practische Gerechtelijke Geneeskunde. 1888-02-28 Ontheven van onderwijs in Gerechtelijke Geneeskunde. 1901-05-13 Weder belast met onderwijs in Gerechtelijke Geneeskunde;;;Geneeskunde;1902-12-22;Overleden;Rector Magnificus 1880–1881;;;;;;;;;;;;;;;;;;;;;;;(GENEESKUNDE) 1566-1602. HoogLeeraar.;zie: Nieuw Nederl. Biogr. Woordenboek IV K. 1499.;30300554;"1582049; 1625534";072155426
2850;;Zeegers;Machiel;;Man;;1916-06-18;Amsterdam;Nederland;2000-12-14;Den Haag;Nederland;Promotie;Amsterdam;1958;De psychopathologie van de oplichter onder anthropologisch aspect;Buitengewoon Hoogleraar;Psychiatrie;1972-10-13;1975-11-01;Forensische psychiatrie;1976-10-15;De nieuwe kleren van de psychiater;Geneeskunde;1984-08-01;1984-07-04  Eervol ontslag miv 1984-08-01;Buitengewoon Hoogleraar Geneeskunde en Rechtsgeleerdheid voor het tijdvak van 1975-11-01 tot 1980-09-01. 1980-07-04  Herbenoemd voor het tijdvak van 1980-09-01 tot 1985-09-01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;zie: JB der R.U. te Leiden 1975-1980 blz. 43.;6248386;;068287933
2892;;Hijmans-Tromp;Irene;;Vrouw;;1920-03-15;Vincente Lopez;Argentinië;2008;;;Promotie;Leiden;1957;Vita e opere di Agnolo Torini;Gewoon Lector;Italiaanse Taal- en Letterkunde;1958-08-07;1958-09-15;Italiaanse taal- en letterkunde;1959-11-17;De Nederlander door een Italiaanse bril;Letteren;;;;Gewoon Hoogleraar;Italiaanse Taal- en Letterkunde;1971-01-28;;Italiaanse taal- en letterkunde;;;;1985-04-01;Eervol ontslag;;;;;;;;;;;;;;;;;;;;;;;;;;33565946;1655279;067791484
1188;;Hugenholtz;Frederik Willem Nicolaas;;Man;;1922-03-18;Wormerveer;Nederland;1999-07-22;Utrecht;Nederland;Promotie;Leiden;1949;Drie boerenopstanden uit de veertiende eeuw : Vlaanderen, 1323-1328, Frankrijk, 1358, Engeland, 1381 : onderzoek naar het opstandig bewustzijn;Gewoon Lector;Geschiedenis;1950-07-24;;Mediaevistiek;1950-11-28;De Kruistocht in de Noordnederlandse historiografie der Middeleeuwen;Letteren;1958-10-31;Ontslag op verzoek;Naar Rijksuniversiteit Utrecht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17238602;;068306288
143;;Bennet;Jan Aarnout;Arnold;Man;;1758-12-20;Breda;Nederland;1828-09-09;Leiden;Nederland;;;;;Gewoon Hoogleraar;Landhuishoudkunde;1815-10-16;;Landhuishoudkunde;;;Wiskunde en Natuurwetenschappen;1817-02-18;Eervol ontslag op eigen verzoek wegens ziekte;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(Wis- EN NATUURKUNDE) 1815-1817, Hoogleeraar.;zie: Nieuw Nederl. Biogr. Woordenboek II K. 122.;3954242;1619680;069924864
253;;Bolland;Gerardus Johannes Petrus Josephus;;Man;;1854-06-09;Groningen;Nederland;1922-02-11;Leiden;Nederland;;;;;Gewoon Hoogleraar;Geschiedenis der Wijsbegeerte;1896-03-23;;De geschiedenis der wijsbegeerte, de logica, de metaphysica en de zielkunde;1896-09-19;;Wijsbegeerte;1922-02-11;Overleden;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(LETTEREN EN WIJSBEGEERTE) 1896-1922. Hoogleeraar.;"zie o.a. • J. Clay in Pallas Leidensis MCMXXV; - „De Idee"" geheel nummer V 1927; - L. van
Deyssel in de Nieuwe Gids XXXVII I 1922; - Jaarboek der R.U. te Leiden 1922 blz. 96. zie: BWN deel II blz. 44";42648718;"1278223; 1582096; 1581973; 1581925; 1277279; 1276828";068487215
256;;Bomhoff;Jacobus Gerardus;;Man;;1903-12-18;Schoten (gem. Haarlem);Nederland;1988-07-07;Leiderdorp;Nederland;Promotie;Leiden;1950;Bijdrage tot de waardering van Vondels drama;Gewoon Hoogleraar;Literatuurwetenschap;1957-01-25;1957-03-01;Algemene Literatuurwetenschap;1957-05-17;Diepte als literaire categorie;Letteren;1974-09-01;Eervol ontslag;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;zie: JB der R.U. te Leiden 1957 blz. 121.;207344065;;069943230
477;;Colenbrander;Mattheus Catharinus;;Man;;1904-02-19;Heemstede;Nederland;1986-11-21;'s-Hertogenbosch;Nederland;Promotie;Leiden;1932;Plaatsbepaling in het netvlies;Gewoon Hoogleraar;Oogheelkunde;1949-03-16;1949-05-01;Oogheelkunde;1949-09-23;Causaliteit en doelmatigheid;Geneeskunde;1974-09-01;Eervol ontslag wegens emeritaat;1974-06-10 : Afscheidscollege: Wegen tot Evolutie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;zie: JB der R.U. te Leiden 1950 blz. 91.;286981891;1582083;06866687X
297;;Bouman;Arie Cornelis;;Man;;1892-08-30;Sommelsdijk;Nederland;1966-02-24;Leiden;Nederland;Promotie;Utrecht;1918;"Bijdrage tot de syntaxis der ""dat""-zinnen in het Germaansch";Gewoon Hoogleraar;Taalwetenschap;1946-03-29;;Algemene taalwetenschap, de talen der oud-germaansche volken en hun letterkunde. 1958-08-04 Onderwijsopdracht gewijzigd in: De talen der Oud-Germaanse volken en hun letterkunde;1946-07-12;Karaktertekening in de Oudgermaanse Letterkunde;Letteren;1962-09-01;Ontslag wegens emeritaat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"zie: JB der R.U. te Leiden 1946 II blz. 53, In Mem. JB der R.U. te Leiden
            1966/1967 blz. 250 en In Mem. JB Mij. Ned. Letterk. 1967/1968 blz. 56.";193968651;;072281510
1746;;Molenaar;Anthonie Nicolaas;;Man;;1888-04-20;Waddinxveen;Nederland;1958-11-21;Den Haag;Nederland;Promotie;Leiden;1916;Rechtskarakter der begrotingswet;Bijzonder Hoogleraar;Arbeidsrecht;1937-12-30;;De Sociale Wetgeving van Nederland;1938-02-11;De naleving van de arbeidsconventies;Rechtsgeleerdheid;;;"Bijzonder Hoogleraar Rechtsgeleerdheid vanwege de Stichting ""Labor"" te Amsterdam. 1942-06-08 Eervol ontslag op eigen verzoek. 1945-06-14 Besluit van 1942-06-08 ingetrokken.";Buitengewoon Hoogleraar;Arbeidsrecht;1946-01-01;;De Sociale Wetgeving van Nederland;1947-02-11;;Rechtsgeleerdheid;;;;Gewoon Hoogleraar;Arbeidsrecht;1952-01-10;;De Sociale Wetgeving van Nederland;;;Rechtsgeleerdheid;1958-09-15;Ontslag wegens emeritaat;;;;;;;;;;;;;;zie: JB der R.U. te Leiden 1938 bfe. 76 en In Mem. 1959 blz. 154.;26799707;1660406;068867395
133;;Beets;Nicolaas;;Man;;1915-05-17;Arnhem;Nederland;1986-03-05;Utrecht;Nederland;Promotie;Utrecht;1954;De jongen in de puberale periode : een bijdrage tot de anthropologische psychologie van de jongen;Buitengewoon Hoogleraar;Psychologie;1961-09-27;;Algemene Psychodiagnostiek;1962-03-09;In verstaanbare taal;Sociale Wetenschappen;;;;Buitengewoon Hoogleraar;Psychologie;1963-09-01;;Algemene Psychodiagnostiek. 1967-06-14  Onderwijsopdracht gewijzigd in: Behandelingsmethoden in de jeugdjaren(pubertijd) en de algemene psychodiagnostiek;;;Sociale Wetenschappen;1976-01-01;1975-12-11  Eervol ontslag miv 1976-01-01.;26 april 1968  Gerekend van 1963-09-01 Buitengewoon Hoogleraar Sociale Wetenschappen;;;;;;;;;;;26 april 1968  Gerekend van 1 september 1963 buitengewoon hoogleraar Sociale Wetenschappen;;;;;;;;;;;;(puberteit) en de algemene psychodiagnostiek.;zie: JB der R.U. te Leiden 1962 blz. 195.;57942319;;068322356
1395;;Koolemans Beijnen;Gijsbertus Johannes Willem;;Man;;1874-10-12;Kampen;Nederland;1938-07-04;Den Haag;Nederland;;;;;Gewoon Lector;Pathologie;1916;;De Speciëele Pathologie en Therapie, Algemeene en Bijzonder Prophylaxis der Tropische ziekten;1920-06-30;Klimaat en gestel;Geneeskunde;;;Lector Geneeskunde vanwege de Leidsche Vereeniging ter bevordering van de studie der Tropische Geneeskunde.;Bijzonder Hoogleraar;;1920-04-17;;Tropische Geneeskunde;1920-06-30;;Geneeskunde;1928;Ontslag op eigen verzoek.;;;;;;;;;;;;;;;;;;;;;;;;(GENEESKUNDE) 1916-1928, Bijzonder Lector 1916-1920, Bijzonder Hoogleeraar;zie: Jaarboek der R.U. te Leiden 1938 blz. 81.;206270347;;140715126
1399;;Kollewijn;Roeland Duco;;Man;;1892-12-07;Amsterdam;Nederland;1972-09-01;Leiden;Nederland;Promotie;Amsterdam / Leiden;1917;Het beginsel der openbare orde in het Internationaal Privaatrecht;Gewoon Hoogleraar;"Burgerlijk Recht;Nederlands-Indië";1938-06-14;;Nederlands-Indisch Burgerlijk Recht en Intergentiel Recht en de Historische Vorming van de Hedendaagsche Rechtsinstellingen. 1953-10-15 Onderwijsopdracht gewijzigd in: Indonesisch burgerlijk en conflictenrecht;1938-10-14;Interregionaal en internationaal privaatrecht;Rechtsgeleerdheid;1955-10-01;Eervol ontslag op eigen verzoek;1942-05-30 Eervol ontslag op eigen verzoek. 1945-09-04 Herbenoemd.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;zie: JB der R.U. te Leiden 1939 blz. 75 en In Mem. JB LUF 1973 blz. 273.;38951575;1277573;069483442
1494;;Kuiper;Elze Jan;;Man;;1929-11-20;Borger;Nederland;2006-11-27;;Nederland;Promotie;Leiden;1975;Symboliek en hermeneutiek. Beschouwingen over expressie en mededelingen in de theologie van Paul J. Tillich.;Gewoon Hoogleraar;Kerkelijke Geschiedenis;1977;1978-02-01;Systematische en praktische theologie, alsmede geschiedenis van het Remonstrantisme;1978-10-20;'Praktisch' in de theologie;Godgeleerdheid;1993;;Kerkelijk Hoogleraar vanwege het Remonstrantse Broederschap;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;zie: JB der R.U. te Leiden 1975-1980 blz. 66.;280181641;;069410305
2589;;Verveen;Alettus Albertinus;;Man;;1930-09-11;Klaten;Nederlands-Indië;2016-08-18;Lisse;Nederland;Promotie;Amsterdam;1961;Fluctuation in excitability : research report on signal transmission in nerve fibers;Gewoon Hoogleraar;Fysiologie;1967-10-05;1967-11-01;Fysiologie;1968-02-23;Op speurtocht naar processen;Geneeskunde;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;zie: JB der R.U. te Leiden 1968/69 blz. 245. 177;286073774;;067500447
2592;;Vervoort;Cornelis Everhardus;;Man;;1920-07-15;Schiedam;Nederland;1981-02-03;Nijmegen;Nederland;Promotie;Leiden;1968;Gezin en schoolkeuze bij handarbeiders;Gewoon Lector;Sociologie;1969-05-19;;Sociologie van onderwijs en opvoeding;;;Sociale Wetenschappen;;;;Gewoon Hoogleraar;Sociologie;1973-09-04;;Empirische sociologie;1975-10-31;Een geur van hoger honing. Over de maatschappelijke betekenis van sociologie en sociaal onderzoek;Sociale Wetenschappen;1976-10-15;Eervol ontslag;Naar Rijksuniversiteit Groningen;;;;;;;;;;;;;;;;;;;;;;;;zie: JB der R.U. te Leiden 1975-1980 blz. 30.;92806187;;068789815
2244;;Siegenbeek van Heukelom;Daniel Elisa;;Man;;1850-06-04;Poederoijen;Nederland;1900-10-10;Leiden;Nederland;Promotie;Leiden;1885;Pathologisch bindweefsel;Gewoon Hoogleraar;Anatomie;1888-02-28;;Ziektekundige Ontleedkunde en Gerechtelijke Geneeskunde;1888-03-21;;Geneeskunde;1900-10-10;Ontslag;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(GENEESKUNDE) 1888-1900. Hoogleeraar.;zie: Nieuw Nederl. Biogr. Woordenboek IV K. 742.;286115096;;089811712
1912;;Pestel;Frederik Willem;;Man;;1724-01-07;Rinteln;Duitsland;1805-10-16;Leiden;Nederland;;;;;Gewoon Hoogleraar;Staatsrecht;1763-02;;Natuur- en Staatsrecht en Kanoniek Recht;1763-05-1;;Rechtsgeleerdheid;1805-10-16;Overleden;"1795-08-08 Op politieke gronden uit ambt ontzet, met behoud van pensioen. Vertrok naar Duitsland. 1802-02-06 In ambt hersteld en kwam terug in 1803. Rector Magnificus 1765-1766; 1777-1778; 1788-1789";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(RECHTSGELEERDHEID) 1763-1795 en 1802-1805. Hoogleeraar.;"zie: Molhuysen „Bronnen"" VI en VII; - Nieuw Nederl. Biogr. Woordenboek III K. 968.
118 PHILIPSE - POELS";41977891;"1624107; 1582061; 1622391; 1625255; 1625257; 1621590; 1621912; 1624373; 1624252; 1623479; 1625719";069313180
1914;;Pestman;Pieter Willem;;Man;;1933-04-28;Amsterdam;Nederland;2010-05-14;;;Promotie;Leiden;1961;Marriage and matrimonial property in ancient Egypt : a contribution to establishing the legal position of the woman;Gewoon Hoogleraar;"Egyptologie;Geschiedenis van het Recht";1968-12-02;1969-01-01;Rechtsgeschiedenis van het oude Egypte en van het oude Griekenland alsmede de juridische papyrologie;1969-10-24;Over Vrouwen en Voogden in het Oude Egypte;Rechtsgeleerdheid;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;zie: JB LUF 1970 blz. 61.;109148665;;067717586
1962;;Popescu;Dragu Teodor;;Man;;1928-05-22;Boedapest;Hongarije;1979-02-09;Utrecht;Nederland;Promotie;Leiden;1973;Anaesthetic and homeostatic problems in experimental orthotopic liver transplantation in dogs : their implication for human transplantation;Gewoon Lector;Anesthesiologie;1971-10-06;1971-07-01;Anaesthesiologie;1973-05-11;"""Dubbel onbekend""";Geneeskunde;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;zie: JB LUF 1973 blz. 69 en JB der R.U. te Leiden 1975-1980 In Mem. blz. 132.;282911746;;070268827
1963;;Postel-Coster;Elsje;Els;Vrouw;;1925-12-12;Groningen;Nederland;2018-01-13;Oegstgeest;Nederland;Promotie;Leiden;1985;Het omheinde kweekbed : machtsverhoudingen in de Minangkabause familieroman;Bijzonder Hoogleraar;"Culturele Antropologie;Vrouwenstudies";1986-12-13;1986-12-13;De positie van vrouwen in veranderende samenlevingen;1987-01-20;Over de grenzen. Culturele antropologie in feministisch perspectief;Sociale Wetenschappen;1991-01-01;;Bijzonder Hoogleraar Sociale Wetenschappen vanwege het Leids Universiteits Fonds voor het tijdvak van 1986-12-13 tot 1991-01-01.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;203022552;"1655020; 1654960";070846340
2622;;Vitriarius;Philippus Reinhardus;Rheynardus;Man;;1647-02-17;Oppenheim;Duitsland;1720-07-30;Leiden;Nederland;;;;;Gewoon Hoogleraar;Staatsrecht;1682-09-25;;Duitsch Staatsrecht;;;Rechtsgeleerdheid;1719-10-21;Wegens ziekte en ouderdom vervangen door zijn zoon J.J. Vitriarius.;"Rector Magnificus 1693-1694; 1702-1703; 1713-1714";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(RECHTSGELEERDHEID) 1682-1719. Hoogleeraar.;"zie: Molhuysen „Bronnen"" III en IV; - Nieuw Nederl. Biogr. Woordenboek III K. 1316.";32347469;"1624264; 1622131; 1582076; 1624975; 1620883; 1623131; 1624145";068453124
2624;Nobelprijs voor Natuurkunde (1977);Vleck;John Hasbrouck van;;Man;;1899-03-13;Middletown;USA;1980-10-27;Cambridge (MA);USA;Promotie;Harvard;1922;A critical study of possible models of the normal helium atom;Buitengewoon Hoogleraar;Natuurkunde;1959-08-06;;Theoretische natuurkunde (Lorentz leerstoel);1960-03-04;Frontiers of Physical Science in the Netherlands and the United States;Wiskunde en Natuurwetenschappen;;;Buitengewoon Hoogleraar Wis- en Natuurkunde (Lorentzleerstoel voor het tijdvak van 1960-02-01 t/m 1960-03-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5323249;;067860486
1224;;Iersel;Jan Jozef Arnold van;;Man;;1919-07-14;Kediri;Nederlands-Indië;1996-05-06;Leiden;Nederlan;Promotie;Leiden;1953;An analysis of the parental behaviour of the male three-spined stickleback (Gasterosteus aculeatus L.);Gewoon Lector;Biologie;1958-08-07;1958-09-15;Experimentele dierkunde;1959-06-30;Ambivalent gedrag;Wiskunde en Natuurwetenschappen;;;;Gewoon Hoogleraar;Biologie;1963-06-26;;Experimentele dierkunde;1964-02-14;Aspecten van communicatie tussen dieren;;1984-08-01;Eervol ontslag;"1984-09-01 Afscheidscollege: ""Het uitwaaierende vak""";;;;;;;;;;;;;;;;;;;;;;;;zie: JB der R.U. te Leiden 1964 blz. 206.;290043106;;067829996
737;;Eizenga;Wietze;;Man;;1922-07-03;Zutphen;Nederland;2017-04-14;Oegstgeest;Nederland;Promotie;Rotterdam;1960;Demographic factors and savings;Buitengewoon Hoogleraar;Staatsrecht;1968-11-28;1968-11-15;Staathuishoudkunde en statistiek;;;Rechtsgeleerdheid;;;Buitengewoon Hoogleraar Rechtsgeleerdheid t/m 1969-08-31;Gewoon Hoogleraar;Bestuurskunde;1969-02-12;;Staathuishoudkunde en statistiek;1970-05-15;Recht op arbeid en economische theorie;;1987-08-01;Eervol ontslag wegens emeritaat;"1987-11-13 Afscheidscollege: ""Europese economische integratie en Europese centrale bank, quo vadimus?""";;;;;;;;;;;;;;;;;;;;;;;;zie: JBLUF 1970 blz. 61.;46848902;;069330476
